句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
qwen3.6-plus,沁园春,玉兰照眼,墨渍残笺,qwen3.6-plus,沁园春,玉兰初绽,残笺旧墨,0.9213,0.5000,0.4213
doubao-seed-2.0-pro,沁园春,校隅见玉兰感作,繁枝缀玉,deepseek-3.2-thinking,沁园春,玉兰花开有感,琼枝缀雪,0.9213,0.5000,0.4213
qwen3.6-plus,沁园春,见玉兰有感,正素光摇影,qwen3.6-plus,沁园春,玉兰见怀,素影摇空,0.8655,0.4444,0.4210
doubao-seed-2.0-pro,沁园春,寓所见玉兰感作,见冰肌缀玉,deepseek-3.2-thinking,沁园春,见玉兰有感,冰肌胜雪,0.8654,0.4444,0.4210
doubao-seed-2.0-pro,沁园春,校园观玉兰有感,见冰姿玉削,deepseek-3.2-thinking,沁园春,玉兰新悟,冰姿傲雪,0.8654,0.4444,0.4210
doubao-seed-2.0-pro,沁园春,校园观玉兰有感,见冰姿玉削,deepseek-3.2-thinking,沁园春,玉兰感怀,冰姿傲雪,0.8654,0.4444,0.4210
deepseek-3.2-thinking,沁园春,见玉兰感怀,冰心傲骨,deepseek-3.2-thinking,沁园春,玉兰新悟,念冰姿玉骨,0.8653,0.4444,0.4209
deepseek-3.2-thinking,沁园春,见玉兰感怀,冰心傲骨,deepseek-3.2-thinking,沁园春,玉兰,念冰姿玉骨,0.8653,0.4444,0.4209
deepseek-3.2-thinking,沁园春,玉兰吟,冰心傲骨,deepseek-3.2-thinking,沁园春,玉兰新悟,念冰姿玉骨,0.8653,0.4444,0.4209
deepseek-3.2-thinking,沁园春,玉兰吟,冰心傲骨,deepseek-3.2-thinking,沁园春,玉兰,念冰姿玉骨,0.8653,0.4444,0.4209
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,0.8653,0.4444,0.4208
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,0.8653,0.4444,0.4208
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,0.8653,0.4444,0.4208
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,0.8653,0.4444,0.4208
deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.8653,0.4444,0.4208
deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.8653,0.4444,0.4208
deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.8653,0.4444,0.4208
deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.8653,0.4444,0.4208
doubao-seed-2.0-pro,沁园春,庭中见玉兰感作,看冰魂皎皎,qwen3.6-plus,沁园春,玉兰有感,皎皎冰心,0.8652,0.4444,0.4207
doubao-seed-2.0-pro,沁园春,校中观玉兰有作,小径闲行,qwen3.6-plus,沁园春,见玉兰有作,闲行幽径,0.9206,0.5000,0.4206
deepseek-3.2-thinking,沁园春,玉兰初绽赋,怅前程雾锁,deepseek-3.2-thinking,沁园春,玉兰春醒,雾锁前程,0.8650,0.4444,0.4206
qwen3.6-plus,沁园春,玉兰初绽有感,数度投书,qwen3.6-plus,沁园春,玉兰吟,投书几度,0.9206,0.5000,0.4206
qwen3.6-plus,沁园春,玉兰照眼,霜凝冷砚,qwen3.6-plus,沁园春,玉兰初绽有感,冷砚凝冰,0.9205,0.5000,0.4205
doubao-seed-2.0-pro,沁园春,校园见玉兰作,霜磨劲骨,qwen3.6-plus,沁园春,玉兰辞,任霜风削骨,0.8648,0.4444,0.4204
deepseek-3.2-thinking,沁园春,见玉兰有感,但冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,0.8648,0.4444,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰有感,扰扰尘襟,deepseek-3.2-thinking,沁园春,玉兰初绽见寄,尘嚣扰扰,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,暗送香清,deepseek-3.2-thinking,沁园春,玉兰新悟,清香暗送,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,暗送香清,deepseek-3.2-thinking,沁园春,白玉兰感怀,清香暗送,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,暗送香清,deepseek-3.2-thinking,沁园春,玉兰新悟,清香暗送,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,暗送香清,deepseek-3.2-thinking,沁园春,见白玉兰有感,清香暗送,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,暗送香清,deepseek-3.2-thinking,沁园春,玉兰感怀,清香暗送,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,暗送香清,deepseek-3.2-thinking,沁园春,见玉兰有感,清香暗送,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,暗送香清,deepseek-3.2-thinking,沁园春,玉兰赋怀,清香暗送,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,校园观玉兰抒怀,泪渍春衣,deepseek-3.2-thinking,沁园春,玉兰悟,衣衫泪渍,0.9203,0.5000,0.4203
doubao-seed-2.0-pro,沁园春,观玉兰遣怀,冰肌抱雪,deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,0.8647,0.4444,0.4203
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,有冰姿似玉,deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,0.8646,0.4444,0.4202
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,缓整征衫,doubao-seed-2.0-pro,沁园春,春日校园见玉兰有感,把征衫整顿,0.8645,0.4444,0.4201
deepseek-3.2-thinking,沁园春,玉兰寄怀,志气未消,deepseek-3.2-thinking,沁园春,白玉兰吟,志气暂销,0.9200,0.5000,0.4200
qwen3.6-plus,沁园春,玉兰照夜,素志长悬,qwen3.6-plus,沁园春,玉阑春望,空悬素志,0.9200,0.5000,0.4200
deepseek-3.2-thinking,沁园春,玉兰咏怀,冰肌雪魄,deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰感遇,冰肌雪魄,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌雪魄,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌雪魄,0.8644,0.4444,0.4200
deepseek-3.2-thinking,沁园春,玉兰感怀,望冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8644,0.4444,0.4200
doubao-seed-2.0-pro,沁园春,春日见阶前玉兰有感,闷倚小廊,doubao-seed-2.0-pro,沁园春,校园见玉兰花感怀,倦倚短廊,0.9200,0.5000,0.4200
doubao-seed-2.0-pro,沁园春,春日见阶前玉兰有感,闷倚小廊,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,倦倚短廊,0.9200,0.5000,0.4200
doubao-seed-2.0-pro,沁园春,春日见阶前玉兰有感,闷倚小廊,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,倦倚短廊,0.9200,0.5000,0.4200
deepseek-3.2-thinking,沁园春,白玉兰下作,独对孤灯,qwen3.6-plus,沁园春,见玉兰有感,独对寒檠,0.9199,0.5000,0.4199
deepseek-3.2-thinking,沁园春,白玉兰下作,独对孤灯,qwen3.6-plus,沁园春,见白玉兰有感,独对寒檠,0.9199,0.5000,0.4199
deepseek-3.2-thinking,沁园春,玉兰吟,独对孤灯,qwen3.6-plus,沁园春,见玉兰有感,独对寒檠,0.9199,0.5000,0.4199
deepseek-3.2-thinking,沁园春,玉兰吟,独对孤灯,qwen3.6-plus,沁园春,见白玉兰有感,独对寒檠,0.9199,0.5000,0.4199
qwen3.6-plus,沁园春,庭前玉兰有感,独对孤灯,qwen3.6-plus,沁园春,见玉兰有感,独对寒檠,0.9199,0.5000,0.4199
qwen3.6-plus,沁园春,庭前玉兰有感,独对孤灯,qwen3.6-plus,沁园春,见白玉兰有感,独对寒檠,0.9199,0.5000,0.4199
deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,对孤灯瘦影,deepseek-3.2-thinking,沁园春,见玉兰有感,只影孤灯,0.8643,0.4444,0.4199
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,纵寒窗挫笔,qwen3.6-plus,沁园春,玉兰照眼,笔滞寒窗,0.8643,0.4444,0.4199
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,纵寒窗挫笔,qwen3.6-plus,沁园春,玉兰引,笔滞寒窗,0.8643,0.4444,0.4199
deepseek-3.2-thinking,沁园春,遇玉兰有感,泪湿青巾,deepseek-3.2-thinking,沁园春,玉兰吟,忆青衫泪湿,0.8643,0.4444,0.4198
deepseek-3.2-thinking,沁园春,玉兰悟,清姿傲雪,deepseek-3.2-thinking,沁园春,见玉兰有感,看清姿玉质,0.8642,0.4444,0.4198
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,0.8642,0.4444,0.4198
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,0.8642,0.4444,0.4198
deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,0.8642,0.4444,0.4198
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,芳华未老,qwen3.6-plus,沁园春,春庭玉兰偶得,叹芳菲易老,0.8642,0.4444,0.4197
doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,把残篇重理,qwen3.6-plus,沁园春,玉兰偶得,且理残篇,0.8641,0.4444,0.4197
deepseek-3.2-thinking,沁园春,玉兰见志,念冰肌傲骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,清姿傲骨,0.8640,0.4444,0.4196
deepseek-3.2-thinking,沁园春,玉兰见志,念冰肌傲骨,deepseek-3.2-thinking,沁园春,玉兰见志,清姿傲骨,0.8640,0.4444,0.4196
deepseek-3.2-thinking,沁园春,见玉兰感怀,冰心傲骨,deepseek-3.2-thinking,沁园春,见玉兰有感,但冰肌玉骨,0.8639,0.4444,0.4194
deepseek-3.2-thinking,沁园春,见玉兰有感,但冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,冰心傲骨,0.8639,0.4444,0.4194
doubao-seed-2.0-pro,沁园春,寓舍前观玉兰作,满树琼瑰,doubao-seed-2.0-pro,沁园春,见玉兰感怀,有琼葩满树,0.8639,0.4444,0.4194
doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,清苞承露,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,苞凝清露,0.9194,0.5000,0.4194
doubao-seed-2.0-pro,沁园春,观玉兰遣怀,冰肌抱雪,doubao-seed-2.0-pro,沁园春,庭中观玉兰花作,看冰肌裁玉,0.8637,0.4444,0.4193
deepseek-3.2-thinking,沁园春,玉兰新悟,念冰姿玉骨,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.8637,0.4444,0.4193
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,deepseek-3.2-thinking,沁园春,玉兰,念冰姿玉骨,0.8637,0.4444,0.4193
doubao-seed-2.0-pro,沁园春,校园见玉兰花感怀,叹笺堆案上,qwen3.6-plus,沁园春,玉兰偶悟,案上尘笺,0.8636,0.4444,0.4191
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,纵霜欺雪压,qwen3.6-plus,沁园春,庭前玉兰,迎霜傲雪,0.8635,0.4444,0.4191
doubao-seed-2.0-pro,沁园春,校园见玉兰盛放感怀,纵霜欺雪压,qwen3.6-plus,沁园春,庭前玉兰,迎霜傲雪,0.8635,0.4444,0.4191
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰新悟,念冰心傲骨,0.8635,0.4444,0.4191
deepseek-3.2-thinking,沁园春,玉兰春醒,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰新悟,念冰心傲骨,0.8635,0.4444,0.4191
deepseek-3.2-thinking,沁园春,白玉兰下感怀,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰新悟,念冰心傲骨,0.8635,0.4444,0.4191
deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰新悟,念冰心傲骨,0.8635,0.4444,0.4191
deepseek-3.2-thinking,沁园春,白玉兰新悟,念冰心傲骨,deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,0.8635,0.4444,0.4191
deepseek-3.2-thinking,沁园春,白玉兰新悟,念冰心傲骨,deepseek-3.2-thinking,沁园春,玉兰新开,玉骨冰心,0.8635,0.4444,0.4191
doubao-seed-2.0-pro,沁园春,寓舍见白玉兰感作,冰绡裁玉,deepseek-3.2-thinking,沁园春,玉兰咏怀,似冰绡剪雪,0.8635,0.4444,0.4190
doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,冰绡裁玉,deepseek-3.2-thinking,沁园春,玉兰咏怀,似冰绡剪雪,0.8635,0.4444,0.4190
deepseek-3.2-thinking,沁园春,玉兰寄怀,叹浮生若梦,qwen3.6-plus,沁园春,见玉兰有怀,浮名似梦,0.8633,0.4444,0.4189
deepseek-3.2-thinking,沁园春,玉兰咏怀,叹浮生若梦,qwen3.6-plus,沁园春,见玉兰有怀,浮名似梦,0.8633,0.4444,0.4189
deepseek-3.2-thinking,沁园春,见玉兰有感,叹浮生若梦,qwen3.6-plus,沁园春,见玉兰有怀,浮名似梦,0.8633,0.4444,0.4189
deepseek-3.2-thinking,沁园春,玉兰新悟,叹浮生若梦,qwen3.6-plus,沁园春,见玉兰有怀,浮名似梦,0.8633,0.4444,0.4189
doubao-seed-2.0-pro,沁园春,寓舍见玉兰有感,再试锋芒,doubao-seed-2.0-pro,沁园春,阶下见玉兰偶作,锋芒屡试,0.9188,0.5000,0.4188
doubao-seed-2.0-pro,沁园春,阶下见玉兰偶作,锋芒屡试,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,再试锋芒,0.9188,0.5000,0.4188
doubao-seed-2.0-pro,沁园春,阶下见玉兰偶作,锋芒屡试,doubao-seed-2.0-pro,沁园春,观玉兰抒怀,再试锋芒,0.9188,0.5000,0.4188
deepseek-3.2-thinking,沁园春,白玉兰吟,花落花开,deepseek-3.2-thinking,沁园春,白玉兰下重拾志,花开花谢,0.9188,0.5000,0.4188
deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,deepseek-3.2-thinking,沁园春,遇玉兰有感,念冰姿傲骨,0.8632,0.4444,0.4188
qwen3.6-plus,沁园春,庭前玉兰,案冷寒灯,qwen3.6-plus,沁园春,观玉兰有怀,冷案孤灯,0.9187,0.5000,0.4187
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,0.8631,0.4444,0.4186
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,0.8631,0.4444,0.4186
deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8631,0.4444,0.4186
deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8631,0.4444,0.4186
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,讶冰肌雪魄,deepseek-3.2-thinking,沁园春,白玉兰,雪魄冰清,0.8629,0.4444,0.4185
doubao-seed-2.0-pro,沁园春,见玉兰感怀,寒凝傲骨,deepseek-3.2-thinking,沁园春,玉兰见志,念冰肌傲骨,0.8629,0.4444,0.4185
deepseek-3.2-thinking,沁园春,玉兰新悟,正冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰感怀,冰心傲骨,0.8627,0.4444,0.4182
deepseek-3.2-thinking,沁园春,玉兰新悟,正冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,冰心傲骨,0.8627,0.4444,0.4182
deepseek-3.2-thinking,沁园春,见玉兰感怀,冰心傲骨,qwen3.6-plus,沁园春,见白玉兰有感,正冰肌玉骨,0.8627,0.4444,0.4182
deepseek-3.2-thinking,沁园春,见玉兰感怀,冰心傲骨,qwen3.6-plus,沁园春,庭前玉兰有感,正冰肌玉骨,0.8627,0.4444,0.4182
deepseek-3.2-thinking,沁园春,玉兰吟,冰心傲骨,qwen3.6-plus,沁园春,见白玉兰有感,正冰肌玉骨,0.8627,0.4444,0.4182
deepseek-3.2-thinking,沁园春,玉兰吟,冰心傲骨,qwen3.6-plus,沁园春,庭前玉兰有感,正冰肌玉骨,0.8627,0.4444,0.4182
deepseek-3.2-thinking,沁园春,见玉兰有感,悟冰姿玉质,qwen3.6-plus,沁园春,玉兰树下有感,玉质冰清,0.8626,0.4444,0.4182
doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,一树琼英,doubao-seed-2.0-pro,沁园春,观玉兰抒怀,有琼英几树,0.8626,0.4444,0.4181
deepseek-3.2-thinking,沁园春,玉兰初绽寄怀,琼苞乍绽,qwen3.6-plus,沁园春,白玉兰下偶成,琼苞初破,0.9181,0.5000,0.4181
doubao-seed-2.0-pro,沁园春,寓舍见玉兰有感,满树琼簪,qwen3.6-plus,沁园春,玉兰见志,看琼英满树,0.8625,0.4444,0.4180
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,冰姿抱素,deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,0.8624,0.4444,0.4179
deepseek-3.2-thinking,沁园春,白玉兰,把浮名换了,qwen3.6-plus,沁园春,庭前玉兰,浮名抛却,0.8623,0.4444,0.4179
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,泪湿征袍,deepseek-3.2-thinking,沁园春,玉兰吟,忆青衫泪湿,0.8623,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,玉兰新悟,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8622,0.4444,0.4178
deepseek-3.2-thinking,沁园春,遇玉兰有感,见玉骨冰肌自傲霜,qwen3.6-plus,沁园春,玉兰初绽有感,看冰肌傲雪,0.8793,0.4615,0.4178
qwen3.6-plus,沁园春,玉兰启志,琼英破萼,qwen3.6-plus,沁园春,玉兰树下感怀,正琼葩破雪,0.8622,0.4444,0.4177
qwen3.6-plus,沁园春,见玉兰有感,琼英破萼,qwen3.6-plus,沁园春,玉兰树下感怀,正琼葩破雪,0.8622,0.4444,0.4177
qwen3.6-plus,沁园春,玉兰照夜,任风摇素影,qwen3.6-plus,沁园春,玉兰见志,素影摇阶,0.8621,0.4444,0.4176
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,笺寒笔涩,qwen3.6-plus,沁园春,玉兰寄怀,墨冷笺寒,0.9176,0.5000,0.4176
doubao-seed-2.0-pro,沁园春,校园见玉兰花抒怀,笺寒笔涩,qwen3.6-plus,沁园春,玉兰寄怀,墨冷笺寒,0.9176,0.5000,0.4176
doubao-seed-2.0-pro,沁园春,寓所见玉兰花感作,看素蕊凝霜,qwen3.6-plus,沁园春,玉兰吟,素葩凝露,0.8619,0.4444,0.4175
deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,悟冰姿玉质,0.8619,0.4444,0.4174
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,满树琼枝,qwen3.6-plus,沁园春,玉兰见志,看琼英满树,0.8618,0.4444,0.4174
doubao-seed-2.0-pro,沁园春,观玉兰遣怀,冰肌抱雪,deepseek-3.2-thinking,沁园春,玉兰吟,想冰肌玉骨,0.8617,0.4444,0.4173
qwen3.6-plus,沁园春,玉兰见志,有冰肌玉骨,qwen3.6-plus,沁园春,见玉兰有感,冰肌自洁,0.8616,0.4444,0.4172
qwen3.6-plus,沁园春,玉兰见志,有冰肌玉骨,qwen3.6-plus,沁园春,玉兰偶悟,冰肌自洁,0.8616,0.4444,0.4172
qwen3.6-plus,沁园春,玉兰照夜,有冰肌玉骨,qwen3.6-plus,沁园春,见玉兰有感,冰肌自洁,0.8616,0.4444,0.4172
qwen3.6-plus,沁园春,玉兰照夜,有冰肌玉骨,qwen3.6-plus,沁园春,玉兰偶悟,冰肌自洁,0.8616,0.4444,0.4172
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰春醒,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰下感怀,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新开,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰春醒,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰下感怀,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新开,玉骨冰心,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,玉兰春醒,玉骨冰心,deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,0.9172,0.5000,0.4172
deepseek-3.2-thinking,沁园春,玉兰春醒,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9172,0.5000,0.4172
