句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,宗阁抒怀,独倚旧栏,qwen3.6-plus,沁园春,宗门夜思,独倚阑干,0.9017,0.5000,0.4017
doubao-seed-2.0-pro,沁园春,宗阁抒怀,独倚旧栏,glm-5,浪淘沙,规矩之叹,独倚阑干,0.9017,0.5000,0.4017
deepseek-3.2-thinking,祝英台近,宗规思变,战力保全,deepseek-3.2-thinking,沁园春,宗规感怀,保战力同,0.8983,0.5000,0.3983
deepseek-3.2-thinking,沁园春,规变感怀,中心挣扎,deepseek-3.2-thinking,沁园春,宗门夜思,挣扎心中,0.8978,0.5000,0.3978
deepseek-3.2-thinking,沁园春,规变感怀,中心挣扎,deepseek-3.2-thinking,沁园春,宗规感怀,挣扎心中,0.8978,0.5000,0.3978
doubao-seed-2.0-pro,沁园春,凌霄宗感事,严同铁律,deepseek-3.2-thinking,沁园春,宗规感怀,铁律严容,0.8949,0.5000,0.3949
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,独倚阁阑,doubao-seed-2.0-pro,沁园春,宗阁抒怀,独倚旧栏,0.8931,0.5000,0.3931
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,独倚阁阑,glm-5,祝英台近,宗门感怀,独倚危楼,0.8931,0.5000,0.3931
deepseek-3.2-thinking,沁园春,规革沉吟,灵峰雾锁,deepseek-3.2-thinking,沁园春,改革之思,仙山雾锁,0.8930,0.5000,0.3930
doubao-seed-2.0-pro,沁园春,玄门感怀,束性循规,doubao-seed-2.0-pro,沁园春,登观星台述怀,陈规束性,0.8928,0.5000,0.3928
doubao-seed-2.0-pro,沁园春,宗门抒怀,夜淬寒锋,qwen3.6-plus,沁园春,云崖长老自遣,寒锋淬火,0.8927,0.5000,0.3927
doubao-seed-2.0-pro,沁园春,演武台述怀,劫火焚空,qwen3.6-plus,沁园春,宗规叹,劫火燃天,0.8923,0.5000,0.3923
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,群议难安,qwen3.6-plus,沁园春,云崖长老自遣,众议难休,0.8921,0.5000,0.3921
qwen3.6-plus,浪淘沙,玄枢感怀,独抱幽愁,glm-5,祝英台近,宗门变革感怀,孤怀独抱,0.8917,0.5000,0.3917
deepseek-3.2-thinking,沁园春,宗门夜思,挣扎心中,deepseek-3.2-thinking,祝英台近,宗门感怀,心内挣扎,0.8916,0.5000,0.3916
deepseek-3.2-thinking,祝英台近,宗门感怀,心内挣扎,deepseek-3.2-thinking,沁园春,宗规感怀,挣扎心中,0.8916,0.5000,0.3916
qwen3.6-plus,浪淘沙,云崖戒律吟,孤灯照夜长,qwen3.6-plus,菩萨蛮,剑阁秋思,长夜孤灯照胆寒,0.8912,0.5000,0.3912
doubao-seed-2.0-pro,沁园春,宗门感怀,寒锋砺刃,qwen3.6-plus,沁园春,云崖长老自遣,寒锋淬火,0.8897,0.5000,0.3897
doubao-seed-2.0-pro,沁园春,玄峰夜坐抒怀,叠嶂笼云,doubao-seed-2.0-pro,沁园春,宗门抒怀,黛嶂围云,0.8896,0.5000,0.3896
doubao-seed-2.0-pro,祝英台近,宗门夜望有感,铁律承传,deepseek-3.2-thinking,沁园春,宗门感事,宗传铁律,0.8891,0.5000,0.3891
deepseek-3.2-thinking,菩萨蛮,宗门规锁感怀,规严宗派安,deepseek-3.2-thinking,祝英台近,宗规感怀,宗规严,0.8879,0.5000,0.3879
deepseek-3.2-thinking,菩萨蛮,宗门规锁感怀,规严宗派安,deepseek-3.2-thinking,祝英台近,宗门感怀,宗规严,0.8879,0.5000,0.3879
deepseek-3.2-thinking,沁园春,宗门感怀,雾锁仙峰,deepseek-3.2-thinking,沁园春,宗门感事,云锁仙山,0.8877,0.5000,0.3877
doubao-seed-2.0-pro,沁园春,宗门述怀,霜锋淬影,doubao-seed-2.0-pro,沁园春,宗门夜坐感怀,霜锋敛锷,0.8877,0.5000,0.3877
qwen3.6-plus,沁园春,宗门述怀,灵根暗锁,qwen3.6-plus,沁园春,剑阁问心,锁尽灵根,0.8876,0.5000,0.3876
qwen3.6-plus,沁园春,剑阁问心,锁尽灵根,qwen3.6-plus,沁园春,宗规叹,灵根暗锁,0.8876,0.5000,0.3876
qwen3.6-plus,清平乐,宗门夜思,森严铁矩,qwen3.6-plus,沁园春,云崖长老自遣,铁律森严,0.8872,0.5000,0.3872
qwen3.6-plus,清平乐,宗门夜思,森严铁矩,qwen3.6-plus,沁园春,云崖夜思,铁律森严,0.8872,0.5000,0.3872
deepseek-3.2-thinking,沁园春,宗门感怀,铁律森严,qwen3.6-plus,清平乐,宗门夜思,森严铁矩,0.8872,0.5000,0.3872
qwen3.6-plus,清平乐,宗门夜思,森严铁矩,glm-5,祝英台近,宗门旧制感怀,铁律森严,0.8872,0.5000,0.3872
qwen3.6-plus,清平乐,宗门夜思,森严铁矩,glm-5,祝英台近,宗规叹,铁律森严,0.8872,0.5000,0.3872
qwen3.6-plus,清平乐,宗门夜思,森严铁矩,qwen3.6-plus,沁园春,阁夜沉吟,铁律森严,0.8872,0.5000,0.3872
qwen3.6-plus,清平乐,宗门夜思,森严铁矩,qwen3.6-plus,沁园春,观宗门旧制有感,铁律森严,0.8872,0.5000,0.3872
deepseek-3.2-thinking,沁园春,宗规感怀,战力犹隆,deepseek-3.2-thinking,沁园春,宗规感怀,战力方存,0.8860,0.5000,0.3860
doubao-seed-2.0-pro,浪淘沙,云阁夜思,众论难安,doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,群议难安,0.8859,0.5000,0.3859
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,群议难安,0.8859,0.5000,0.3859
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,众论难安,doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,群议难安,0.8859,0.5000,0.3859
doubao-seed-2.0-pro,浪淘沙,凌霄阁夜坐有感,众论难安,doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,群议难安,0.8859,0.5000,0.3859
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,云锁玄峰,deepseek-3.2-thinking,沁园春,宗门感怀,雾锁仙峰,0.8859,0.5000,0.3859
doubao-seed-2.0-pro,沁园春,宗门夜思,云锁玄峰,deepseek-3.2-thinking,沁园春,宗门感怀,雾锁仙峰,0.8859,0.5000,0.3859
doubao-seed-2.0-pro,浪淘沙,云阁夜思,空负韶年,glm-5,沁园春,宗门旧制感怀,莫负流年,0.8840,0.5000,0.3840
deepseek-3.2-thinking,沁园春,变革之思,战力犹坚,deepseek-3.2-thinking,沁园春,宗规感怀,战力方存,0.8839,0.5000,0.3839
qwen3.6-plus,清平乐,宗门夜思,寒宵独对残檠,qwen3.6-plus,清平乐,夜望宗门,独对残灯长夜,0.8829,0.5000,0.3829
doubao-seed-2.0-pro,沁园春,宗阁夜怀,雾锁琼坛,deepseek-3.2-thinking,沁园春,感规,雾锁仙宫,0.8820,0.5000,0.3820
deepseek-3.2-thinking,浪淘沙,宗门感怀,却惧危艰,glm-5,沁园春,宗门感怀,却忧危厄,0.8816,0.5000,0.3816
deepseek-3.2-thinking,沁园春,改革之思,仙山雾锁,deepseek-3.2-thinking,沁园春,感规,雾锁仙宫,0.8813,0.5000,0.3813
doubao-seed-2.0-pro,祝英台近,宗门感怀,欲把旧例新裁,doubao-seed-2.0-pro,沁园春,凌霄宗感事,欲将旧例轻删,0.8811,0.5000,0.3811
deepseek-3.2-thinking,沁园春,变革之思,修炼艰难,deepseek-3.2-thinking,沁园春,宗门思变,修炼苦修,0.8810,0.5000,0.3810
qwen3.6-plus,浪淘沙,宗门规诫有感,剑气凝霜,qwen3.6-plus,浪淘沙,宗门夜思,剑气生寒,0.8810,0.5000,0.3810
qwen3.6-plus,沁园春,门规叹,难凌绝顶,glm-5,沁园春,宗门改制有感,绝顶凌虚,0.8806,0.5000,0.3806
doubao-seed-2.0-pro,清平乐,宗门感怀,拟将旧制新裁,qwen3.6-plus,祝英台近,云崖问剑,欲裁旧律新裁,0.8797,0.5000,0.3797
doubao-seed-2.0-pro,清平乐,宗门感怀,拟将旧制新裁,qwen3.6-plus,祝英台近,云崖问剑,欲裁旧律新裁,0.8797,0.5000,0.3797
qwen3.6-plus,沁园春,剑阁春思,玉阶生藓,qwen3.6-plus,祝英台近,剑阁秋思,玉阶苔滑,0.8797,0.5000,0.3797
deepseek-3.2-thinking,清平乐,宗门变革思,宗门规矩,deepseek-3.2-thinking,沁园春,宗规感怀,宗派规严,0.8793,0.5000,0.3793
doubao-seed-2.0-pro,祝英台近,云阶夜坐有感,劫火曾烧,qwen3.6-plus,沁园春,宗规叹,劫火燃天,0.8793,0.5000,0.3793
deepseek-3.2-thinking,沁园春,宗门夜思,宗门巍巍,deepseek-3.2-thinking,沁园春,宗规感怀,灵山巍巍,0.8790,0.5000,0.3790
deepseek-3.2-thinking,祝英台近,宗门规革思,规矩虽严,deepseek-3.2-thinking,沁园春,宗门沉吟,规矩仍崇,0.8775,0.5000,0.3775
deepseek-3.2-thinking,沁园春,宗门沉吟,规矩仍崇,deepseek-3.2-thinking,沁园春,宗派感怀,规矩虽严,0.8775,0.5000,0.3775
deepseek-3.2-thinking,沁园春,宗门沉吟,规矩仍崇,deepseek-3.2-thinking,沁园春,感规,规矩虽严,0.8775,0.5000,0.3775
deepseek-3.2-thinking,清平乐,宗门夜思,宗规旧制,deepseek-3.2-thinking,清平乐,宗门感事,宗门旧矩,0.8775,0.5000,0.3775
deepseek-3.2-thinking,沁园春,规变吟,雾锁千峰,deepseek-3.2-thinking,沁园春,规革沉吟,灵峰雾锁,0.8772,0.5000,0.3772
doubao-seed-2.0-pro,沁园春,宗门感怀,夜诵经章,doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,夜诵玄篇,0.8772,0.5000,0.3772
doubao-seed-2.0-pro,沁园春,玄门感怀,夜诵经章,doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,夜诵玄篇,0.8772,0.5000,0.3772
doubao-seed-2.0-pro,祝英台近,仙阁抒怀,独倚危阑,glm-5,沁园春,宗门旧制,独对阑干,0.8770,0.5000,0.3770
qwen3.6-plus,浪淘沙,宗门夜思,独倚危阑,glm-5,沁园春,宗门旧制,独对阑干,0.8770,0.5000,0.3770
deepseek-3.2-thinking,祝英台近,宗规思变,修炼艰辛,deepseek-3.2-thinking,沁园春,宗门思变,修炼苦修,0.8766,0.5000,0.3766
deepseek-3.2-thinking,祝英台近,宗规感怀,修炼艰辛,deepseek-3.2-thinking,沁园春,宗门思变,修炼苦修,0.8766,0.5000,0.3766
deepseek-3.2-thinking,沁园春,规革沉吟,修炼艰辛,deepseek-3.2-thinking,沁园春,宗门思变,修炼苦修,0.8766,0.5000,0.3766
deepseek-3.2-thinking,浪淘沙,宗门感怀,法度森严,qwen3.6-plus,祝英台近,云崖独叹,戒律森严,0.8765,0.5000,0.3765
deepseek-3.2-thinking,浪淘沙,宗门感怀,法度森严,glm-5,浪淘沙,宗门旧规感怀,戒律森严,0.8765,0.5000,0.3765
deepseek-3.2-thinking,浪淘沙,宗门感怀,法度森严,glm-5,浪淘沙,规矩之叹,戒律森严,0.8765,0.5000,0.3765
deepseek-3.2-thinking,浪淘沙,宗门夜思,路险行艰,deepseek-3.2-thinking,沁园春,宗门思变,道路维艰,0.8752,0.5000,0.3752
doubao-seed-2.0-pro,沁园春,宗门感事,云绕丹台,deepseek-3.2-thinking,沁园春,宗规有感,雾绕仙台,0.8751,0.5000,0.3751
deepseek-3.2-thinking,沁园春,宗门感事,传统森严,deepseek-3.2-thinking,沁园春,宗规感怀,宗法森严,0.8743,0.5000,0.3743
deepseek-3.2-thinking,沁园春,规变吟,修炼勤苦,deepseek-3.2-thinking,沁园春,规革沉吟,修炼艰辛,0.8738,0.5000,0.3738
deepseek-3.2-thinking,沁园春,规变吟,修炼勤苦,deepseek-3.2-thinking,祝英台近,宗规感怀,修炼艰辛,0.8738,0.5000,0.3738
deepseek-3.2-thinking,沁园春,规变吟,修炼勤苦,deepseek-3.2-thinking,祝英台近,宗规思变,修炼艰辛,0.8738,0.5000,0.3738
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐抒怀,道本圆通,deepseek-3.2-thinking,沁园春,感规,道契天通,0.8738,0.5000,0.3738
qwen3.6-plus,沁园春,剑阁春思,丹炉烟重,qwen3.6-plus,祝英台近,观剑阁旧规有感,丹炉凝雾,0.8730,0.5000,0.3730
qwen3.6-plus,浪淘沙,云崖规诫叹,又恐风湍,qwen3.6-plus,浪淘沙,道枢叹,却恐惊湍,0.8730,0.5000,0.3730
deepseek-3.2-thinking,浪淘沙,宗门感怀,却惧危艰,deepseek-3.2-thinking,祝英台近,规变沉吟,又惧危时,0.8726,0.5000,0.3726
doubao-seed-2.0-pro,沁园春,登望云峰有感,云锁层峰,deepseek-3.2-thinking,沁园春,规变吟,雾锁千峰,0.8726,0.5000,0.3726
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,云锁层峰,deepseek-3.2-thinking,沁园春,规变吟,雾锁千峰,0.8726,0.5000,0.3726
doubao-seed-2.0-pro,沁园春,宗阁抒怀,云锁层峰,deepseek-3.2-thinking,沁园春,规变吟,雾锁千峰,0.8726,0.5000,0.3726
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,云锁层峰,deepseek-3.2-thinking,沁园春,规变吟,雾锁千峰,0.8726,0.5000,0.3726
qwen3.6-plus,菩萨蛮,宗门夜思,孤灯照夜空,qwen3.6-plus,菩萨蛮,剑阁秋思,长夜孤灯照胆寒,0.8722,0.5000,0.3722
qwen3.6-plus,沁园春,宗规叹,古阁凝霜,glm-5,沁园春,宗门夜感,古殿霜凝,0.8716,0.5000,0.3716
doubao-seed-2.0-pro,沁园春,宗阁有所思,霜横剑锷,glm-5,祝英台近,宗门旧制,霜锋剑影,0.8711,0.5000,0.3711
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞玄峰,doubao-seed-2.0-pro,沁园春,凌霄宗感事,万仞丹崖,0.8711,0.5000,0.3711
doubao-seed-2.0-pro,沁园春,凌霄宗感事,万仞丹崖,doubao-seed-2.0-pro,沁园春,玄峰议事后感,万仞玄峰,0.8711,0.5000,0.3711
qwen3.6-plus,沁园春,玄门问剑,丹炉冷焰,qwen3.6-plus,沁园春,宗门思变,丹炉熄火,0.8703,0.5000,0.3703
deepseek-3.2-thinking,沁园春,规革沉吟,灵峰雾锁,qwen3.6-plus,沁园春,宗门夜思,雾隐灵峰,0.8700,0.5000,0.3700
qwen3.6-plus,沁园春,门规叹,暗损朱颜,glm-5,浪淘沙,宗门感怀,瘦损红颜,0.8698,0.5000,0.3698
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,众论难安,deepseek-3.2-thinking,浪淘沙,宗门感怀,众议难容,0.8697,0.5000,0.3697
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,deepseek-3.2-thinking,浪淘沙,宗门感怀,众议难容,0.8697,0.5000,0.3697
doubao-seed-2.0-pro,浪淘沙,凌霄阁夜坐有感,众论难安,deepseek-3.2-thinking,浪淘沙,宗门感怀,众议难容,0.8697,0.5000,0.3697
doubao-seed-2.0-pro,浪淘沙,云阁夜思,众论难安,deepseek-3.2-thinking,浪淘沙,宗门感怀,众议难容,0.8697,0.5000,0.3697
doubao-seed-2.0-pro,清平乐,云台有感,丹梯云绕,doubao-seed-2.0-pro,沁园春,宗门夜坐抒怀,云护丹梯,0.8697,0.5000,0.3697
doubao-seed-2.0-pro,清平乐,云台有感,丹梯云绕,doubao-seed-2.0-pro,沁园春,登观星台述怀,云护丹梯,0.8697,0.5000,0.3697
qwen3.6-plus,沁园春,云崖夜思,祖师遗训,qwen3.6-plus,沁园春,宗门夜思,师尊垂训,0.8693,0.5000,0.3693
doubao-seed-2.0-pro,浪淘沙,夜坐宗门云阁有感,众论难降,qwen3.6-plus,沁园春,云崖长老自遣,众议难休,0.8691,0.5000,0.3691
doubao-seed-2.0-pro,沁园春,凌霄宗议事书怀,锋磨霜剑,glm-5,祝英台近,宗门旧制,霜锋剑影,0.8689,0.5000,0.3689
qwen3.6-plus,沁园春,云笈问剑,鹤唳松庭,qwen3.6-plus,浪淘沙,剑阁秋思,鹤唳空山,0.8683,0.5000,0.3683
doubao-seed-2.0-pro,沁园春,登凌霄阁有感,况众论喧喧阻议繁,glm-5,浪淘沙,规矩之叹,众议喧繁,0.8682,0.5000,0.3682
doubao-seed-2.0-pro,沁园春,宗门感事,黛锁层峦,doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,云锁层峰,0.8682,0.5000,0.3682
doubao-seed-2.0-pro,沁园春,宗门感事,黛锁层峦,doubao-seed-2.0-pro,沁园春,登望云峰有感,云锁层峰,0.8682,0.5000,0.3682
doubao-seed-2.0-pro,沁园春,宗门感事,黛锁层峦,doubao-seed-2.0-pro,沁园春,宗阁抒怀,云锁层峰,0.8682,0.5000,0.3682
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,云锁层峰,doubao-seed-2.0-pro,沁园春,宗门感事,黛锁层峦,0.8682,0.5000,0.3682
deepseek-3.2-thinking,沁园春,宗门沉吟,规矩仍崇,deepseek-3.2-thinking,祝英台近,宗规感怀,规矩存优,0.8681,0.5000,0.3681
doubao-seed-2.0-pro,清平乐,宗门夜坐感怀,也知严律持威,doubao-seed-2.0-pro,清平乐,宗门感事,全凭严律扶威,0.8681,0.5000,0.3681
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,赖旧制森严御甲兵,doubao-seed-2.0-pro,沁园春,宗门述怀,仗峻法森严御寇兵,0.8680,0.5000,0.3680
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,qwen3.6-plus,沁园春,云崖长老自遣,众议难休,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,浪淘沙,凌霄阁夜坐有感,众论难安,qwen3.6-plus,沁园春,云崖长老自遣,众议难休,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,众论难安,qwen3.6-plus,沁园春,云崖长老自遣,众议难休,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,浪淘沙,云阁夜思,众论难安,qwen3.6-plus,沁园春,云崖长老自遣,众议难休,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,祝英台近,星台夜坐有感,森严似铁,deepseek-3.2-thinking,沁园春,宗门感怀,铁律森严,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,祝英台近,星台夜坐有感,森严似铁,qwen3.6-plus,沁园春,阁夜沉吟,铁律森严,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,祝英台近,星台夜坐有感,森严似铁,qwen3.6-plus,沁园春,云崖夜思,铁律森严,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,祝英台近,星台夜坐有感,森严似铁,qwen3.6-plus,沁园春,云崖长老自遣,铁律森严,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,祝英台近,星台夜坐有感,森严似铁,glm-5,祝英台近,宗规叹,铁律森严,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,祝英台近,星台夜坐有感,森严似铁,glm-5,祝英台近,宗门旧制感怀,铁律森严,0.8678,0.5000,0.3678
doubao-seed-2.0-pro,祝英台近,星台夜坐有感,森严似铁,qwen3.6-plus,沁园春,观宗门旧制有感,铁律森严,0.8678,0.5000,0.3678
deepseek-3.2-thinking,沁园春,宗门感事,规矩能全,deepseek-3.2-thinking,沁园春,宗变思,规矩须将,0.8677,0.5000,0.3677
qwen3.6-plus,祝英台近,云笈问剑,百代规绳,qwen3.6-plus,祝英台近,云枢长老观剑阁有感,千载规绳,0.8677,0.5000,0.3677
qwen3.6-plus,祝英台近,云崖问剑,百代规绳,qwen3.6-plus,祝英台近,云枢长老观剑阁有感,千载规绳,0.8677,0.5000,0.3677
qwen3.6-plus,祝英台近,剑阁秋思,百代规绳,qwen3.6-plus,祝英台近,云枢长老观剑阁有感,千载规绳,0.8677,0.5000,0.3677
deepseek-3.2-thinking,沁园春,宗门夜思,规矩森森,deepseek-3.2-thinking,沁园春,宗派感怀,规条森列,0.8675,0.5000,0.3675
deepseek-3.2-thinking,菩萨蛮,规训感怀,危时战力显,deepseek-3.2-thinking,浪淘沙,宗门感怀,危时方显战衣坚,0.8675,0.5000,0.3675
glm-5,祝英台近,宗门感怀,独倚危楼,glm-5,浪淘沙,规矩之叹,独倚阑干,0.8671,0.5000,0.3671
doubao-seed-2.0-pro,浪淘沙,宗门夜望感怀,独倚阑干,glm-5,祝英台近,宗门感怀,独倚危楼,0.8671,0.5000,0.3671
qwen3.6-plus,沁园春,宗门夜思,独倚阑干,glm-5,祝英台近,宗门感怀,独倚危楼,0.8671,0.5000,0.3671
doubao-seed-2.0-pro,浪淘沙,宗门感怀,却见少年阶下立,doubao-seed-2.0-pro,祝英台近,宗门感怀,阶下少年立,0.8670,0.5000,0.3670
deepseek-3.2-thinking,祝英台近,宗门夜思,规训固,deepseek-3.2-thinking,祝英台近,规变吟,规矩保宗固,0.8669,0.5000,0.3669
deepseek-3.2-thinking,祝英台近,宗门夜思,规训固,deepseek-3.2-thinking,祝英台近,规变吟,规矩保宗固,0.8669,0.5000,0.3669
deepseek-3.2-thinking,祝英台近,宗门思变,规训固,deepseek-3.2-thinking,祝英台近,规变吟,规矩保宗固,0.8669,0.5000,0.3669
doubao-seed-2.0-pro,浪淘沙,云台夜思,露冷浸星坛,doubao-seed-2.0-pro,菩萨蛮,宗门夜坐抒怀,松阶露浸星芒冷,0.8668,0.5000,0.3668
doubao-seed-2.0-pro,沁园春,宗门夜思,束性拘灵,deepseek-3.2-thinking,沁园春,宗门夜思,束缚灵性,0.8666,0.5000,0.3666
doubao-seed-2.0-pro,浪淘沙,凌霄阁夜坐有感,众论难安,glm-5,沁园春,宗门感怀,众议难商,0.8657,0.5000,0.3657
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,众论难安,glm-5,沁园春,宗门感怀,众议难商,0.8657,0.5000,0.3657
doubao-seed-2.0-pro,浪淘沙,云阁夜思,众论难安,glm-5,沁园春,宗门感怀,众议难商,0.8657,0.5000,0.3657
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,众论难安,glm-5,沁园春,宗门感怀,众议难商,0.8657,0.5000,0.3657
doubao-seed-2.0-pro,浪淘沙,云阁夜思,空负韶年,deepseek-3.2-thinking,沁园春,宗门思变,莫负华年,0.8657,0.5000,0.3657
qwen3.6-plus,浪淘沙,宗门规诫有感,剑气凝霜,qwen3.6-plus,沁园春,宗门夜思,剑气正寒,0.8655,0.5000,0.3655
deepseek-3.2-thinking,祝英台近,宗门夜思,规矩虽保战力,deepseek-3.2-thinking,祝英台近,宗门沉吟,宗规系战力固,0.8647,0.5000,0.3647
qwen3.6-plus,清平乐,玄枢阁夜思,剑气霜寒凝玉宇,glm-5,浪淘沙,宗规,剑气冷寒霜,0.8645,0.5000,0.3645
doubao-seed-2.0-pro,沁园春,凌霄峰感事,锋凝霜雪,qwen3.6-plus,祝英台近,剑阁书怀,霜锋凝处,0.8641,0.5000,0.3641
deepseek-3.2-thinking,浪淘沙,宗门感怀,法度森严,glm-5,清平乐,宗门思变,森严法炬,0.8640,0.5000,0.3640
deepseek-3.2-thinking,清平乐,宗门思变,宗门规矩固,deepseek-3.2-thinking,祝英台近,宗门夜思,规训固,0.8638,0.5000,0.3638
deepseek-3.2-thinking,清平乐,宗门思变,宗门规矩固,deepseek-3.2-thinking,祝英台近,宗门思变,规训固,0.8638,0.5000,0.3638
deepseek-3.2-thinking,清平乐,宗门思变,宗门规矩固,deepseek-3.2-thinking,祝英台近,宗门夜思,规训固,0.8638,0.5000,0.3638
doubao-seed-2.0-pro,浪淘沙,夜望宗门有感,空负华年,glm-5,沁园春,宗门旧制感怀,莫负流年,0.8638,0.5000,0.3638
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,凭栏立,deepseek-3.2-thinking,沁园春,宗派抒怀,凭栏杆无语,0.8637,0.5000,0.3637
deepseek-3.2-thinking,沁园春,宗派抒怀,凭栏杆无语,qwen3.6-plus,沁园春,宗门夜思,凭栏立,0.8637,0.5000,0.3637
qwen3.6-plus,祝英台近,剑阁夜思,敛青锋,qwen3.6-plus,沁园春,宗门思变,叹青锋敛锷,0.8636,0.5000,0.3636
doubao-seed-2.0-pro,祝英台近,玄峰阁晚望有感,欲把陈格新裁,doubao-seed-2.0-pro,沁园春,凌霄峰感事,欲将陈例轻裁,0.8635,0.5000,0.3635
deepseek-3.2-thinking,祝英台近,规变思,灵根锁,qwen3.6-plus,清平乐,观剑阁弟子训有感,暗锁灵根困,0.8631,0.5000,0.3631
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,云锁丹台,deepseek-3.2-thinking,沁园春,宗门感事,云锁仙山,0.8629,0.5000,0.3629
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁丹台,deepseek-3.2-thinking,沁园春,宗门感事,云锁仙山,0.8629,0.5000,0.3629
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁丹台,deepseek-3.2-thinking,沁园春,宗门感事,云锁仙山,0.8629,0.5000,0.3629
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,云锁丹台,deepseek-3.2-thinking,沁园春,宗门感事,云锁仙山,0.8629,0.5000,0.3629
doubao-seed-2.0-pro,沁园春,云阁夜思,云锁丹台,deepseek-3.2-thinking,沁园春,宗门感事,云锁仙山,0.8629,0.5000,0.3629
deepseek-3.2-thinking,祝英台近,宗规思,战力方显,deepseek-3.2-thinking,祝英台近,宗规思变,战力保全,0.8627,0.5000,0.3627
